"Cite as: CAIT Climate Data Explorer. 2017. Washington, DC: World Resources Institute. Available online at: http://cait.wri.org.  Please Note: CAIT data are derived from several sources. Any use of the Land-Use Change and Forestry or Agriculture indicator should be cited as FAO 2016, FAOSTAT Emissions Database. Any use of CO2 emissions from fuel combustion data should be cited as CO2 Emissions from Fuel Combustion, ©OECD/IEA, 2016.",,,,,,,,,,,,,,,,,,,,,
,,Total GHG,,Emissions by Gas excluding LUCF,,,,Emissions by Gas including LUCF,,,Emissions by Sector,,,,,,Emissions by Energy Sub-Sector,,,,
Country,Year,Total GHG Emissions Excluding Land-Use Change and Forestry (MtCO2e),Total GHG Emissions Including Land-Use Change and Forestry (MtCO?e?),Total CO2 (excluding Land-Use Change and Forestry) (MtCO2),Total CH4 (MtCO2e),Total N2O (MtCO2e),Total F-Gas (MtCO2e),Total CO2 (including Land-Use Change and Forestry) (MtCO2),Total CH4 (including Land-Use Change and Forestry) (MtCO2e),Total N2O (including Land-Use Change and Forestry) (MtCO2e),Energy (MtCO2e),Industrial Processes (MtCO2e),Agriculture (MtCO2e),Waste (MtCO2e),Land-Use Change and Forestry (MtCO2),Bunker Fuels (MtCO2),Electricity/Heat (MtCO2),Manufacturing/Construction (MtCO2),Transportation (MtCO2),Other Fuel Combustion (MtCO2e),Fugitive Emissions (MtCO2e)
Brazil,2005,827.541274,1939.65705,334.3279493,327.0507462,159.7072386,6.455339926,1425.194726,341.8617462,166.1452386,337.265251,32.99963593,416.3333871,40.943,1112.115776,14.37,57.83,81.5,136.94,52.31759766,8.677653333
Brazil,2006,826.2241562,1352.80411,338.2992853,323.2025807,157.8229908,6.899299388,856.2492391,329.2075807,160.4479908,340.2812052,35.27933311,409.1959109,41.46770705,526.5799538,14.46,58.1,81.63,139.96,52.84793711,7.733268052
Brazil,2007,854.5020729,1404.577951,356.3927173,322.0470858,168.7190109,7.34325885,874.3565953,344.4340858,178.4440109,356.6901193,38.28816629,417.5313732,41.9924141,550.075878,15.61,57.44,90.63,145.64,54.88827656,8.10184277
Brazil,2008,869.0667735,1394.024448,377.7367707,321.3831525,162.1596321,7.787218312,895.6764451,326.2731525,164.2876321,376.0125668,41.63408747,408.9029981,42.51712116,524.9576744,19.09,68.44,90.58,151.03,57.218616,8.743950822
Brazil,2009,856.2575242,1377.597315,356.4584987,325.0171294,166.5507184,8.231177774,874.8702897,327.0831294,167.4127184,355.435041,42.25765665,415.5229984,43.04182821,521.339791,16.82,57.37,81.57,148.45,56.79895545,11.24608554
Brazil,2010,931.7579697,1483.812483,404.4198,337.0505055,181.612527,8.675137236,922.4103135,360.8025055,191.924527,400.3598085,46.61850583,441.2131202,43.56653526,552.0545135,18.57,69.12,95.75,167.67,58.22929489,9.590513593
Brazil,2011,954.8244775,1252.95472,424.7567813,337.7328792,182.9701346,9.364682387,718.831024,340.5598792,184.1991346,418.9308154,50.01966919,441.8203379,44.05365492,298.1302427,20.09,62.97,105.14,183.72,58.32440504,8.766410362
Brazil,2012,994.538575,1306.773256,459.4648187,339.3511847,185.6683441,10.05422754,753.5414997,352.0111847,191.1663441,451.7483023,53.54540854,444.7040896,44.54077457,312.234681,18.83,81.76,101.19,200.88,59.30951518,8.598787131
Brazil,2013,1017.874491,1317.218618,488.6073813,337.5375389,180.9857981,10.74377269,782.675508,341.2075389,182.5917981,481.2793226,54.79213989,436.7751343,45.02789423,299.3441267,17.84,105.98,98.55,208.06,59.97462532,8.704697234
Brazil,2014,1051.001312,1357.1811,514.481984,340.8870346,184.1989755,11.43331784,808.6067716,349.2940346,187.8469755,507.2309428,56.35031125,441.905044,45.51501388,306.1797876,18.57,125.24,98.07,213.03,61.25973547,9.631207336
Brunei,1990,12.5182628,14.6909837,3.91648,8.53146306,0.067949786,0.002369952,5.9982009,8.60746306,0.082949786,12.34799025,0.002369952,0.0756761,0.092226494,2.1727209,0.23,2.54,0.12,0.55,0.05070876,9.087281492
Brunei,1991,12.11922288,14.29194378,3.38,8.667626539,0.06872147,0.002874867,5.4617209,8.743626539,0.08372147,11.94506658,0.002874867,0.0770346,0.094246828,2.1727209,0.28,2.61,0.13,0.6,0.050567008,8.564499573
Brunei,1992,12.45699695,14.62971785,3.58,8.802516819,0.071100353,0.003379782,5.6617209,8.878516819,0.086100353,12.27862291,0.003379782,0.0787271,0.096267161,2.1727209,0.31,2.71,0.17,0.65,0.050425256,8.698197655
Brunei,1993,12.86318133,15.03590223,3.86,8.936565199,0.062731437,0.003884697,5.9417209,9.012565199,0.077731437,12.69217924,0.003884697,0.0688298,0.098287495,2.1727209,0.33,2.95,0.17,0.68,0.060283504,8.831895736
Brunei,1994,13.27968161,15.45240251,4.14,9.072999978,0.06229202,0.004389612,6.2217209,9.148999978,0.07729202,13.10573557,0.004389612,0.0692486,0.100307829,2.1727209,0.4,3.16,0.19,0.72,0.060141752,8.965593818
Brunei,1995,13.77531279,15.94803369,4.5,9.207684858,0.062733404,0.004894526,6.5817209,9.283684858,0.077733404,13.5992919,0.004894526,0.0687982,0.102328163,2.1727209,0.42,3.47,0.2,0.78,0.06,9.099291899
Brunei,1996,14.43835182,16.42277782,4.834576,9.533294076,0.062987231,0.007494518,6.780002,9.565294076,0.069987231,14.13214422,0.132070518,0.0693611,0.104775982,1.984426,0.44,3.58,0.23,0.84,0.06,9.422144224
Brunei,1997,15.15499606,17.32188856,5.214576,9.861404793,0.068920757,0.010094509,7.2894685,9.937404793,0.084920757,14.83499655,0.134670509,0.0781051,0.107223802,2.1668925,0.48,3.87,0.27,0.87,0.07,9.744996548
Brunei,1998,14.6890348,20.8987135,4.416256,10.18724791,0.072836384,0.012694501,9.4249347,11.19024791,0.270836384,14.37784887,0.118950501,0.0825637,0.109671622,6.2096787,0.44,3.24,0.2,0.82,0.06,10.06784887
Brunei,1999,14.90212743,16.80131293,4.292592,10.51346943,0.080771511,0.015294492,6.1777775,10.52546943,0.082771511,14.5807012,0.117886492,0.0914203,0.112119442,1.8991855,0.39,3.15,0.17,0.81,0.06,10.3907012
Brunei,2000,15.48133437,17.39709187,4.537248,10.83883925,0.087352637,0.017894484,6.4340055,10.85483925,0.090352637,15.13355352,0.135142484,0.0980712,0.114567262,1.9157575,0.43,3.41,0.14,0.81,0.06,10.71355352
Brunei,2001,15.46560158,17.31211748,4.423584,10.92514436,0.093061407,0.023811816,6.2700999,10.92514436,0.093061407,15.10611454,0.137395816,0.1049669,0.117124332,1.8465159,0.45,3.29,0.12,0.84,0.06,10.79611454
Brunei,2002,15.6102599,17.5739795,4.480912,11.00942717,0.090191576,0.029729148,6.4126316,11.03642717,0.095191576,15.23867555,0.150641148,0.1012617,0.119681402,1.9637196,0.47,3.29,0.12,0.88,0.06,10.87867555
Brunei,2003,16.59550611,18.56994791,5.367248,11.09614579,0.096465846,0.03564648,7.3026898,11.12814579,0.103465846,16.21123656,0.15289448,0.1091365,0.122238473,1.9744418,0.49,4.13,0.13,0.92,0.06,10.96123656
Brunei,2004,16.36434353,18.30490363,5.040912,11.1800747,0.101793015,0.041563812,6.9564721,11.2010747,0.105793015,15.96379758,0.162475812,0.1132746,0.124795543,1.9405601,0.52,3.78,0.12,0.97,0.05,11.04379758
Brunei,2005,16.36273715,18.44807635,4.951904,11.26528882,0.098063184,0.047481145,6.9682432,11.32228882,0.110063184,15.94635859,0.179385145,0.1096408,0.127352613,2.0853392,0.52,3.71,0.12,0.95,0.05,11.12635859
Brunei,2006,18.70924398,20.55954648,7.330912,11.22133385,0.103148484,0.053849645,9.1802145,11.22233385,0.103148484,18.28903045,0.174761645,0.1155389,0.12991289,1.8503025,0.57,4.21,1.9,1.03,0.08,11.07903045
Brunei,2007,18.28653872,20.13305462,6.938928,11.17782209,0.109570483,0.060218145,8.7854439,11.17782209,0.109570483,17.87170231,0.159146145,0.123217,0.132473167,1.8465159,0.55,3.76,1.85,1.13,0.11,11.03170231
Brunei,2008,18.64910676,20.49599246,7.340912,11.13316163,0.108446482,0.066586645,9.1877977,11.13316163,0.108446482,18.20437417,0.187498645,0.1222005,0.135033445,1.8468857,0.56,3.93,1.93,1.13,0.24,10.98437417
Brunei,2009,18.81033649,20.97701389,7.53992,11.08916397,0.108297381,0.072955145,9.6165974,11.16416397,0.123297381,18.36704603,0.182875145,0.1228217,0.137593722,2.1666774,0.53,5.12,0.97,1.12,0.22,10.93704603
Brunei,2010,18.23447083,20.23898583,6.995568,11.045116,0.11446318,0.079323645,8.955083,11.082116,0.12246318,17.74971788,0.214891645,0.1297072,0.140153999,2.004515,0.61,5.16,0.43,1.18,0.1,10.88971788
Brunei,2011,18.58442686,18.96715966,7.152896,11.23353604,0.109696328,0.088298494,7.5346288,11.23453604,0.109696328,18.08868555,0.231194494,0.1218339,0.14271292,0.3827328,0.64,5.16,0.47,1.28,0.1,11.07868555
Brunei,2012,18.9427914,19.3327071,7.299,11.42663788,0.119880175,0.097273343,7.6869157,11.42863788,0.119880175,18.40177321,0.262153343,0.1335931,0.145271842,0.3899157,0.47,4.98,0.54,1.34,0.1,11.43177321
Brunei,2013,19.03339943,19.41498813,7.182664,11.61880312,0.125684123,0.106248193,7.5632527,11.61980312,0.125684123,18.47074088,0.274792193,0.1400356,0.147830764,0.3815887,0.51,4.96,0.42,1.33,0.15,11.62074088
Brunei,2014,19.2079731,19.7563525,7.149405333,11.81243595,0.13090877,0.115223042,7.649784733,11.85243595,0.13890877,18.61912187,0.291095042,0.1473664,0.150389685,0.5483794,0.45,4.83,0.34,1.35,0.18,11.91912187
Bulgaria,1990,99.34252588,88.15216508,76.918624,14.0810315,8.333033574,0.009836804,65.7072632,14.0960315,8.339033574,77.56754785,3.960200101,11.1917947,6.62298323,-11.1903608,0.89,48.28,12.09,6.44,8.463959063,2.303588782
Bulgaria,1991,79.25679596,68.06643516,57.793472,13.77249961,7.672745127,0.018079217,46.5821112,13.78749961,7.678745127,59.53322873,2.747223771,10.3541554,6.62218806,-11.1903608,1.51,38.44,9.01,3.63,6.19087398,2.262354748
Bulgaria,1992,74.19107734,63.00071654,55.17256,13.09748533,5.89471038,0.02632163,43.9611992,13.11248533,5.90071038,56.95890961,2.578487441,8.0322874,6.621392889,-11.1903608,1.79,37.56,7.48,3.81,5.887788898,2.221120714
Bulgaria,1993,72.85133862,61.66097782,55.510272,12.12813045,5.178372133,0.034564043,44.2989112,12.14313045,5.184372133,57.28459049,2.468375111,6.4777753,6.620597719,-11.1903608,2.04,38,6.37,4.31,6.424703815,2.179886679
Bulgaria,1994,69.64991141,58.45955061,53.04264,11.45115086,5.113314086,0.042806456,41.8312792,11.46615086,5.119314086,54.79027138,2.372918781,5.8669187,6.619802549,-11.1903608,1.82,34.89,7.9,3.93,5.931618732,2.138652645
Bulgaria,1995,69.35752849,58.16716769,53.773248,11.19831878,4.334912839,0.051048869,42.5618872,11.21331878,4.340912839,55.36595226,2.405702451,4.9668664,6.619007379,-11.1903608,1.84,35.45,9.06,4.19,4.568533649,2.097418611
Bulgaria,1996,69.62232934,58.41841864,54.246224,11.02915488,4.270717872,0.07623259,43.0263133,11.04015488,4.275717872,55.74540061,2.335895953,5.0646708,6.476361983,-11.2039107,1.41,35.75,8.75,4.14,5.040227171,2.045173437
Bulgaria,1997,67.0836481,55.8747729,52.1244,10.63312658,4.224705205,0.101416312,40.9015248,10.64312658,4.228705205,53.80484896,1.991289454,4.9537931,6.333716587,-11.2088752,0.47,29.86,14.11,4.28,3.561920693,1.992928264
Bulgaria,1998,64.34290085,53.15027235,49.888368,10.44359808,3.884334738,0.126600033,38.6747395,10.45859808,3.890334738,51.46429731,1.932474955,4.7550574,6.191071191,-11.1926285,0.61,29.03,11.32,5.42,3.753614215,1.94068309
Bulgaria,1999,58.21625501,47.01588081,44.06592,10.36640298,3.632148271,0.151783754,32.8495458,10.37840298,3.636148271,45.42374565,1.987244457,4.7568391,6.048425796,-11.2003742,0.24,26.83,7.84,5.65,3.215307737,1.888437917
Bulgaria,2000,57.25338346,46.10216046,43.2892,10.14054968,3.646666304,0.176967475,32.089977,10.17154968,3.663666304,44.513194,1.957741958,4.8766671,5.9057804,-11.151223,0.44,26.53,8,5.43,2.717001259,1.836192743
Bulgaria,2001,59.99484343,46.42035443,46.070576,9.846749204,3.866210085,0.211308138,32.453087,9.881749204,3.874210085,47.35969539,1.952969779,4.9100605,5.772117855,-13.574489,0.61,29.48,7.89,5.6,2.557734924,1.83196047
Bulgaria,2002,57.7467343,44.0121505,43.556224,9.462604928,4.482256567,0.245648801,29.8186402,9.464604928,4.483256567,44.82619679,2.0324696,5.2496126,5.638455311,-13.7345838,0.7,26.72,7.51,5.83,2.928468588,1.827728197
Bulgaria,2003,62.09510816,48.38868586,47.777904,9.459278851,4.577935849,0.279989464,34.0624817,9.466278851,4.579935849,49.07269818,2.068001421,5.4496158,5.504792766,-13.7064223,0.91,29.62,8.11,6.42,3.109202253,1.823495924
Bulgaria,2004,61.28243303,47.60564903,47.2656,9.356350274,4.34615263,0.314330127,33.572816,9.369350274,4.34915263,48.14919957,2.539549242,5.2225541,5.371130221,-13.676784,0.82,28.83,8.02,6.83,2.649935918,1.81926365
Bulgaria,2005,61.691298,47.9694886,48.302688,9.138445797,3.901493412,0.34867079,34.5738786,9.143445797,3.903493412,48.85570096,2.930489063,4.6676404,5.237467677,-13.7218094,0.91,28.89,7.86,7.62,2.660669582,1.815031377
Bulgaria,2006,62.69146203,52.84508143,49.690848,8.966074838,3.64594432,0.38859487,39.8254674,8.982074838,3.64894432,50.06628786,3.29208372,4.2062208,5.126869651,-9.8463806,0.87,29.18,7.98,8.12,2.921204226,1.865083631
Bulgaria,2007,66.51725986,56.74471686,53.1884,8.932959378,3.967381528,0.428518951,43.316857,8.992959378,4.006381528,53.46687476,3.573070376,4.4610431,5.016271624,-9.772543,0.7,32.53,8.43,7.95,2.641738871,1.915135886
Bulgaria,2008,64.43566989,54.54942239,50.849312,8.777501018,4.340413836,0.468443032,40.9500645,8.787501018,4.343413836,51.06746165,3.817417033,4.6451176,4.905673598,-9.8862475,1.01,32.23,6.13,8.34,2.402273515,1.96518814
Bulgaria,2009,57.60639471,47.68926611,43.71904,8.624514959,4.754472644,0.508367112,33.7999114,8.626514959,4.754472644,44.99804855,2.94057969,4.8726909,4.795075572,-9.9171286,1.11,29.28,3.52,8.01,2.182808159,2.015240394
Bulgaria,2010,59.23374694,49.33225674,45.378288,8.516845999,4.790321752,0.548291193,35.4667978,8.523845999,4.793321752,47.05863545,2.723262347,4.7673716,4.684477546,-9.9014902,0.81,31.1,3.75,7.79,2.343342803,2.065292648
Bulgaria,2011,64.6284082,54.7310214,50.140656,8.44967187,5.445436741,0.592643592,40.2362692,8.45567187,5.446436741,51.89670564,2.72709444,5.3570427,4.647565321,-9.8973868,0.75,35.64,3.61,7.97,2.595758181,2.08094746
Bulgaria,2012,59.36918936,49.55317156,45.193792,8.443399041,5.09500233,0.636995991,35.3437742,8.469399041,5.10300233,47.16477583,2.591694534,5.0020659,4.610653097,-9.8160178,0.69,31,3.28,8.24,2.548173559,2.096602272
Bulgaria,2013,54.85858512,44.97026062,40.241344,8.339961811,5.595930919,0.68134839,30.3430195,8.347961811,5.597930919,42.08284602,2.800710627,5.4012876,4.573740872,-9.8883245,0.77,27.11,3.26,7.32,2.290588937,2.112257084
Bulgaria,2014,57.80457288,47.88966918,43.053328,8.419493882,5.606050208,0.725700789,33.1344243,8.422493882,5.607050208,44.90091621,2.87415872,5.4926694,4.536828648,-9.9149037,0.77,29.09,3.4,8.22,2.063004314,2.127911896
Burkina Faso,1990,11.03787816,22.47121146,0.582576,5.46016568,4.995136478,0,11.2159093,6.01816568,5.237136478,0.587695526,0,10.0317363,0.418446332,11.4333333,,,,,0.005119526,0
Burkina Faso,1991,11.44735523,22.88068853,0.626544,5.620800409,5.199822716,0.000188104,11.2598773,6.178800409,5.441822716,0.631955617,0.000188104,10.3870495,0.428162008,11.4333333,,,,,0.005411617,0
Burkina Faso,1992,11.8309071,23.2642404,0.630208,5.849668439,5.350654453,0.000376208,11.2635413,6.407668439,5.592654453,0.635911707,0.000376208,10.7567415,0.437877685,11.4333333,,,,,0.005703707,0
Burkina Faso,1993,12.17280287,23.60613617,0.626544,6.047526768,5.49816779,0.000564313,11.2598773,6.605526768,5.74016779,0.632539797,0.000564313,11.0921054,0.447593361,11.4333333,,,,,0.005995797,0
Burkina Faso,1994,12.60860114,24.04193444,0.644864,6.289331098,5.673653627,0.000752417,11.2781973,6.847331098,5.915653627,0.651151888,0.000752417,11.4993878,0.457309037,11.4333333,,,,,0.006287888,0
Burkina Faso,1995,13.05496281,24.48829611,0.626544,6.569765627,5.857712665,0.000940521,11.2598773,7.127765627,6.099712665,0.618467978,0.015596521,11.9538736,0.467024714,11.4333333,,,,,0.006579978,0
Burkina Faso,1996,13.48838463,25.16571793,0.707152,6.778963444,6.000417995,0.001851188,11.3404853,7.506963444,6.316417995,0.699093842,0.016507188,12.2958608,0.476922797,11.6773333,,,,,0.006597842,0
Burkina Faso,1997,14.26187984,25.87821314,0.80608,7.125115261,6.327922725,0.002761855,11.4394133,7.810115261,6.625922725,0.794375705,0.021081855,12.9596014,0.48682088,11.6163333,,,,,0.006615705,0
Burkina Faso,1998,14.62952235,26.80785565,0.86104,7.288080778,6.476729054,0.003672523,11.4943733,8.365080778,6.944729054,0.849353569,0.021992523,13.2614573,0.496718964,12.1783333,,,,,0.006633569,0
Burkina Faso,1999,15.19636077,26.99669407,0.930656,7.534290595,6.726830984,0.00458319,11.5639893,8.348290595,7.079830984,0.849371432,0.09251919,13.7478531,0.506617047,11.8003333,,,,,0.006651432,0
Burkina Faso,2000,14.69442508,26.69575838,1.040576,7.073781211,6.574574014,0.005493857,11.6739093,8.027781211,6.988574014,0.995949296,0.056789857,13.1251708,0.51651513,12.0013333,,,,,0.006669296,0
Burkina Faso,2001,14.55235081,24.33035081,0.996608,7.110868084,6.437756961,0.007117769,9.796608,7.792868084,6.733756961,0.97772005,0.032765769,13.0091023,0.532762594,9.778,,,,,0.00676005,0
Burkina Faso,2002,15.19972425,25.46072425,1.003936,7.369809856,6.817236708,0.008741682,9.803936,8.388809856,7.259236708,0.996130805,0.023397682,13.6311857,0.549010058,10.261,,,,,0.006850805,0
Burkina Faso,2003,18.16731738,27.99831738,1.077216,8.995438428,8.084297355,0.010365594,9.877216,9.714438428,8.396297355,1.06950156,0.025021594,16.5075367,0.565257523,9.831,,,,,0.00694156,0
Burkina Faso,2004,18.41548941,27.96448941,1.102864,9.1493021,8.151333802,0.011989506,9.902864,9.6713021,8.378333802,1.095240315,0.026645506,16.7120987,0.581504987,9.549,,,,,0.007032315,0
Burkina Faso,2005,19.04061174,28.95861174,1.124848,9.421001272,8.481149049,0.013613419,9.924848,10.20100127,8.819149049,1.11731507,0.028269419,17.2972748,0.597752451,9.918,,,,,0.00712307,0
Burkina Faso,2006,18.93009887,30.55709887,1.359344,9.305268553,8.25005302,0.015433295,12.359344,9.742268553,8.44005302,1.351982843,0.030089295,16.9353846,0.61264213,11.627,,,,,0.007294843,0
Burkina Faso,2007,19.5478752,31.1718752,1.645136,9.500735135,8.38475089,0.017253172,12.645136,9.935735135,8.57375089,1.637946616,0.031909172,17.2504876,0.627531809,11.624,,,,,0.007466616,0
Burkina Faso,2008,20.25837103,31.75437103,1.916272,9.791784417,8.531241561,0.019073049,12.916272,10.13778442,8.681241561,1.689414389,0.253569049,17.6729661,0.642421489,11.496,,,,,0.007638389,0
Burkina Faso,2009,20.80806426,32.04606426,1.930928,10.1288723,8.727371031,0.020892925,12.930928,10.2948723,8.799371031,1.656610161,0.303020925,18.1911219,0.657311168,11.238,,,,,0.007810161,0
Burkina Faso,2010,21.59086858,33.05986858,1.96024,10.55602708,9.051888702,0.022712802,12.96024,10.88302708,9.193888702,1.675101934,0.315832802,18.9277331,0.672200848,11.469,,,,,0.007981934,0
Burkina Faso,2011,21.94222496,31.23822496,2.209392,10.71128796,8.995288131,0.026256869,11.009392,11.05728796,9.145288131,1.924368481,0.319376869,19.0091476,0.689332011,9.296,,,,,0.008096481,0
Burkina Faso,2012,22.24951964,31.25851964,2.627088,10.70526484,8.887365859,0.029800936,11.427088,10.85126484,8.950365859,2.305539027,0.359560936,18.8779565,0.706463175,9.009,,,,,0.008211027,0
Burkina Faso,2013,23.50535562,32.60835562,3.055776,11.05151103,9.364723588,0.033345003,11.855776,11.26251103,9.456723588,2.774645574,0.322801003,19.6843146,0.723594339,9.103,,,,,0.008325574,0
Burkina Faso,2014,23.50082589,32.59782589,2.846928,11.22410631,9.392902517,0.03688907,11.646928,11.43110631,9.482902517,2.653848121,0.23840907,19.8678432,0.740725503,9.097,,,,,0.008440121,0
Burundi,1990,2.215892064,10.58801886,0.208848,0.910400394,1.09664367,0,8.2889748,1.164400394,1.13464367,0.700689744,0,1.28371,0.23149232,8.3721268,,,,,0.491841744,0
Burundi,1991,2.3007028,10.6728296,0.23816,0.95603468,1.106281072,0.000227048,8.3182868,1.21003468,1.144281072,0.769965027,0.000227048,1.2959993,0.234511525,8.3721268,,,,,0.531805027,0
Burundi,1992,2.339808436,10.71193524,0.216176,0.997739967,1.125438374,0.000454095,8.2963028,1.251739967,1.163438374,0.787944311,0.000454095,1.3138793,0.23753073,8.3721268,,,,,0.571768311,0
Burundi,1993,2.366580072,10.73870687,0.230832,1.019393754,1.115673176,0.000681143,8.3109588,1.273393754,1.153673176,0.842563595,0.000681143,1.2827854,0.240549934,8.3721268,,,,,0.611731595,0
Burundi,1994,2.309725408,10.68185221,0.234496,1.00661844,1.067702778,0.00090819,8.3146228,1.26061844,1.105702778,0.886190879,0.00090819,1.1790572,0.243569139,8.3721268,,,,,0.651694879,0
Burundi,1995,2.389265344,10.76139214,0.23816,1.058036627,1.09193348,0.001135238,8.3182868,1.312036627,1.12993348,0.929818162,0.001135238,1.2117236,0.246588344,8.3721268,,,,,0.691658162,0
Burundi,1996,2.350307799,10.6970445,0.245488,1.016975281,1.085620149,0.002224368,8.2942247,1.272975281,1.127620149,0.903457387,0.002224368,1.1946251,0.250001044,8.3467367,,,,,0.657969387,0
Burundi,1997,2.355671853,10.83748725,0.252816,0.998008436,1.101533919,0.003313499,8.4106314,1.278008436,1.145533919,0.877096612,0.003313499,1.2218481,0.253413743,8.4818154,,,,,0.624280612,0
Burundi,1998,2.244440808,10.96124411,0.252816,0.910249391,1.076972788,0.004402629,8.5996193,1.232249391,1.124972788,0.843407836,0.004402629,1.1398039,0.256826443,8.7168033,,,,,0.590591836,0
Burundi,1999,2.237887263,10.71331036,0.25648,0.875382545,1.100532958,0.00549176,8.4079031,1.155382545,1.144532958,0.813383061,0.00549176,1.1587733,0.260239142,8.4754231,,,,,0.556903061,0
Burundi,2000,2.239726217,10.90209772,0.2748,0.8484408,1.109904527,0.00658089,8.5771715,1.1614408,1.156904527,0.798014286,0.00658089,1.1714792,0.263651842,8.6623715,,,,,0.523214286,0
Burundi,2001,2.155993492,7.746667492,0.208848,0.8009896,1.137622302,0.00853359,5.365522,1.1799896,1.192622302,0.664819429,0.00853359,1.2119741,0.270666273,5.590674,,,,,0.455971429,0
Burundi,2002,2.037795266,7.545714166,0.212512,0.7031953,1.111601676,0.01048629,5.2954309,1.0721953,1.167601676,0.601240571,0.01048629,1.1483877,0.277680705,5.5079189,,,,,0.388728571,0
Burundi,2003,1.955277941,7.564017641,0.161216,0.6522703,1.129352651,0.01243899,5.3299557,1.0362703,1.185352651,0.482701714,0.01243899,1.1754421,0.284695137,5.6087397,,,,,0.321485714,0
Burundi,2004,1.993973615,7.461418715,0.197856,0.6123448,1.169381125,0.01439169,5.2483011,0.9743448,1.224381125,0.452098857,0.01439169,1.2357735,0.291709568,5.4674451,,,,,0.254242857,0
Burundi,2005,1.95333269,6.84782649,0.153888,0.5717576,1.2113427,0.01634439,4.7693818,0.8147576,1.2473427,0.340888,0.01634439,1.2973763,0.298724,4.8944938,,,,,0.187,0
Burundi,2006,2.077601339,0.733697139,0.186864,0.614961168,1.256695509,0.019080662,-1.3360402,0.769961168,1.280695509,0.378450111,0.019080662,1.3730087,0.307061966,-1.3439042,,,,,0.191586111,0
Burundi,2007,2.140077289,0.624112289,0.190528,0.648492337,1.279240018,0.021816934,-1.463437,0.768492337,1.297240018,0.386700222,0.021816934,1.4161602,0.315399933,-1.515965,,,,,0.196172222,0
Burundi,2008,2.271284539,1.511234839,0.194192,0.700888205,1.351651127,0.024553206,-0.8738577,0.969888205,1.390651127,0.394950334,0.024553206,1.5280432,0.323737899,-0.7600497,,,,,0.200758334,0
Burundi,2009,2.373560088,1.228176188,0.190528,0.761635274,1.394107337,0.027289478,-1.1728559,0.952635274,1.421107337,0.395872445,0.027289478,1.6183224,0.332075866,-1.1453839,,,,,0.205344445,0
Burundi,2010,2.563786838,1.335209738,0.212512,0.841179742,1.480069346,0.03002575,-1.2210651,1.019179742,1.507069346,0.422442556,0.03002575,1.7709047,0.340413832,-1.2285771,,,,,0.209930556,0
Burundi,2011,2.746848973,5.043413073,0.241824,0.914524199,1.556959302,0.033541471,2.3453881,1.082524199,1.581959302,0.436478235,0.051861471,1.9097088,0.348800566,2.2965641,,,,,0.212974235,0
Burundi,2012,2.907205108,5.289533408,0.282128,0.963593256,1.624426659,0.037057193,2.4534563,1.147593256,1.651426659,0.461505915,0.073697193,2.0148146,0.3571873,2.3823283,,,,,0.216017915,0
Burundi,2013,3.042860943,5.574296043,0.289456,1.020464113,1.692367916,0.040572914,2.5728911,1.236464113,1.724367916,0.457221594,0.091868914,2.1281964,0.365574035,2.5314351,,,,,0.219061594,0
Burundi,2014,3.301625677,5.558832977,0.43968,1.06873397,1.749123072,0.044088636,2.5128873,1.22873397,1.773123072,0.625145273,0.080728636,2.2217911,0.373960769,2.2572073,,,,,0.222105273,0
Cambodia,1990,15.35107026,42.82107026,1.260416,10.97984513,3.110505331,0.000303802,27.660416,11.72584513,3.434505331,2.003348143,0.000303802,13.1152574,0.232160917,27.47,,,,,0.742932143,0
Cambodia,1991,15.25765972,42.72765972,1.304384,10.75466688,3.197587736,0.00102111,27.704384,11.50066688,3.521587736,2.189494657,0.00102111,12.8256236,0.241520356,27.47,,,,,0.885110657,0
Cambodia,1992,15.88814648,43.35814648,1.348352,11.11449643,3.423559641,0.001738418,27.748352,11.86049643,3.747559641,2.375641171,0.001738418,13.2598871,0.250879795,27.47,,,,,1.027289171,0
Cambodia,1993,16.73826325,44.20826325,1.384992,11.80538047,3.545435046,0.002455726,27.784992,12.55138047,3.869435046,2.554459685,0.002455726,13.9211085,0.260239234,27.47,,,,,1.169467685,0
Cambodia,1994,15.89454451,43.36454451,1.476592,10.88108422,3.533695251,0.003173034,27.876592,11.62708422,3.857695251,2.736942199,0.054469034,12.8335346,0.269598672,27.47,,,,,1.311646199,0
Cambodia,1995,17.80186377,45.27186377,1.521296,12.53519997,3.741477456,0.003890342,27.921296,13.28119997,4.065477456,2.923824713,0.055186342,14.5438946,0.278958111,27.47,0.03,0.16,0.03,1.16,1.573824713,0
Cambodia,1996,17.8307365,44.6697365,1.628928,12.41830706,3.776144421,0.007357012,28.028928,12.72430706,3.909144421,3.013234938,0.106285012,14.4264577,0.284758846,26.839,0.03,0.2,0.04,1.16,1.613234938,0
Cambodia,1997,17.98361203,45.82661203,1.71328,12.55598226,3.703526087,0.010823682,28.11328,13.56198226,4.140526087,3.152645163,0.084103682,14.4563036,0.290559581,27.843,0.03,0.26,0.04,1.2,1.642645163,0
Cambodia,1998,18.06303146,48.96903146,1.95328,12.50951485,3.585946253,0.014290352,28.35328,15.65151485,4.949946253,3.422055388,0.087570352,14.2570454,0.296360315,30.906,0.02,0.31,0.05,1.39,1.662055388,0
